id,merge_commitid,recurBlockSrc,file,Loc_details,block_text_1,block_text_2,recur_segment,proportion
138,"['18970c4d9d55a44040fe6fb762dac93a077c64b5', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",location/java/android/location/LocationManager.java,"[(2329, 2329, 1), (943, 943, 1)]","        android.util.SeempLog.record(48);
","        android.util.SeempLog.record(47);
",        android.util.SeempLog.record(4,"[0.905, 0.905]"
139,"['18970c4d9d55a44040fe6fb762dac93a077c64b5', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",services/core/java/com/android/server/pm/PackageManagerService.java,"[(16283, 16285, 3), (16154, 16156, 3)]","        if (pkgName != null)
            acquireUxPerfLock(BoostFramework.UXE_EVENT_PKG_INSTALL, pkgName, 0);
        synchronized (mPackages) {
","        if (DEBUG_INSTALL) Slog.d(TAG, ""New package installed in "" + pkg.getCodePath());
        if (pkgName != null)
            acquireUxPerfLock(BoostFramework.UXE_EVENT_PKG_INSTALL, pkgName, 0);
","        if (pkgName != null)
            acquireUxPerfLock(BoostFramework.UXE_EVENT_PKG_INSTALL, pkgName, 0);
","[0.759, 0.553]"
140,"['18970c4d9d55a44040fe6fb762dac93a077c64b5', '7fd6edc3a3ff37a750641d5e192835fe217f6050']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",location/java/android/location/LocationManager.java,"[(2329, 2329, 1), (716, 716, 1)]","        android.util.SeempLog.record(48);
","        android.util.SeempLog.record(46);
",        android.util.SeempLog.record(4,"[0.905, 0.905]"
141,"['240d78276b3206717587bea012131945c6f60179', '6e3be19b8a58c265a2c3ff4b9cbabdb6a4ae9bf6']","['aospa-ruby-SAP-block_text', 'aospa-quartz-SAP-block_text']",packages/SystemUI/src/com/android/systemui/statusbar/policy/HotspotControllerImpl.java,"[(235, 247, 13), (190, 204, 15)]","    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback();
    }

    @Override
    public void onStaDisconnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
","    @Override
    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(isHotspotEnabled(), numConnectedDevices);
    }

    @Override
    public void onStaDisconnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(isHotspotEnabled(), numConnectedDevices);
","    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(","[0.672, 0.525]"
142,"['240d78276b3206717587bea012131945c6f60179', 'ddcaa93e851eb5e57692799446f2ef3fe31436ae']","['aospa-ruby-SAP-block_text', 'aospa-quartz-SAP-block_text']",packages/SystemUI/src/com/android/systemui/statusbar/policy/HotspotControllerImpl.java,"[(235, 247, 13), (190, 204, 15)]","    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback();
    }

    @Override
    public void onStaDisconnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
","    @Override
    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(isHotspotEnabled(), numConnectedDevices);
    }

    @Override
    public void onStaDisconnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(isHotspotEnabled(), numConnectedDevices);
","    public void onNumClientsChanged(int numConnectedDevices) {
        // Do nothing - we don't care about changing anything here.
    }

    @Override
    public void onStaConnected(String Macaddr, int numConnectedDevices) {
        mNumConnectedDevices = numConnectedDevices;
        fireHotspotChangedCallback(","[0.672, 0.525]"
143,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java,"[(67, 69, 3), (67, 69, 3)]","    private int mWifiStandard;
    private boolean mVhtMax8SpatialStreamsSupport;
    private boolean mHe8ssCapableAp;
","    private int mWifiStandard;
    private boolean mVhtMax8SpatialStreamsSupport;
    private boolean mHe8ssCapableAp;
","    private int mWifiStandard;
    private boolean mVhtMax8SpatialStreamsSupport;
    private boolean mHe8ssCapableAp;
","[1.0, 1.0]"
144,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java,"[(142, 152, 11), (142, 152, 11)]","        final int standard = mWifiEntry.getWifiStandard();
        final boolean vhtMax8SpatialStreamsSupport = mWifiEntry.isVhtMax8SpatialStreamsSupported();
        final boolean he8ssCapableAp = mWifiEntry.isHe8ssCapableAp();

        if (level != mLevel || standard != mWifiStandard || he8ssCapableAp != mHe8ssCapableAp ||
                vhtMax8SpatialStreamsSupport != mVhtMax8SpatialStreamsSupport) {
            mLevel = level;
            mWifiStandard = standard;
            mHe8ssCapableAp = he8ssCapableAp;
            mVhtMax8SpatialStreamsSupport = vhtMax8SpatialStreamsSupport;
            updateIcon(mLevel, mWifiStandard, mHe8ssCapableAp && mVhtMax8SpatialStreamsSupport);
","        final int standard = mWifiEntry.getWifiStandard();
        final boolean vhtMax8SpatialStreamsSupport = mWifiEntry.isVhtMax8SpatialStreamsSupported();
        final boolean he8ssCapableAp = mWifiEntry.isHe8ssCapableAp();

        if (level != mLevel || standard != mWifiStandard || he8ssCapableAp != mHe8ssCapableAp ||
                vhtMax8SpatialStreamsSupport != mVhtMax8SpatialStreamsSupport) {
            mLevel = level;
            mWifiStandard = standard;
            mHe8ssCapableAp = he8ssCapableAp;
            mVhtMax8SpatialStreamsSupport = vhtMax8SpatialStreamsSupport;
            updateIcon(mLevel, mWifiStandard, mHe8ssCapableAp && mVhtMax8SpatialStreamsSupport);
","        final int standard = mWifiEntry.getWifiStandard();
        final boolean vhtMax8SpatialStreamsSupport = mWifiEntry.isVhtMax8SpatialStreamsSupported();
        final boolean he8ssCapableAp = mWifiEntry.isHe8ssCapableAp();

        if (level != mLevel || standard != mWifiStandard || he8ssCapableAp != mHe8ssCapableAp ||
                vhtMax8SpatialStreamsSupport != mVhtMax8SpatialStreamsSupport) {
            mLevel = level;
            mWifiStandard = standard;
            mHe8ssCapableAp = he8ssCapableAp;
            mVhtMax8SpatialStreamsSupport = vhtMax8SpatialStreamsSupport;
            updateIcon(mLevel, mWifiStandard, mHe8ssCapableAp && mVhtMax8SpatialStreamsSupport);
","[1.0, 1.0]"
145,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java,"[(211, 211, 1), (211, 211, 1)]","    private void updateIcon(int level, int standard, boolean isReady) {
","    private void updateIcon(int level, int standard, boolean isReady) {
","    private void updateIcon(int level, int standard, boolean isReady) {
","[1.0, 1.0]"
146,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java,"[(217, 217, 1), (217, 217, 1)]","        final Drawable drawable = mIconInjector.getIcon(level, standard, isReady);
","        final Drawable drawable = mIconInjector.getIcon(level, standard, isReady);
","        final Drawable drawable = mIconInjector.getIcon(level, standard, isReady);
","[1.0, 1.0]"
147,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",services/core/java/com/android/server/audio/AudioService.java,"[(3715, 3716, 2), (3719, 3720, 2)]","            Log.i(TAG, ""In binderDied(), calling setModeOwnerPid()"");
            mDeviceBroker.postSetModeOwnerPid(newModeOwnerPid);
","            Log.i(TAG, ""In binderDied(), calling setModeOwnerPid()"");
            mDeviceBroker.postSetModeOwnerPid(newModeOwnerPid);
","            Log.i(TAG, ""In binderDied(), calling setModeOwnerPid()"");
            mDeviceBroker.postSetModeOwnerPid(newModeOwnerPid);
","[1.0, 1.0]"
148,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/Utils.java,"[(380, 380, 1), (380, 380, 1)]","        return getWifiIconResource(level, 0 /* standard */, false /* isReady */);
","        return getWifiIconResource(level, 0 /* standard */, false /* isReady */);
","        return getWifiIconResource(level, 0 /* standard */, false /* isReady */);
","[1.0, 1.0]"
149,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SettingsLib/src/com/android/settingslib/Utils.java,"[(386, 407, 22), (386, 407, 22)]","     * @param level The number of bars to show (0-4)
     * @throws IllegalArgumentException if an invalid RSSI level is given.
     */
    public static int getWifiIconResource(int level, int standard, boolean isReady) {
        if (level < 0 || level >= WIFI_PIE.length) {
            throw new IllegalArgumentException(""No Wifi icon found for level: "" + level);
        }

        switch (standard) {
            case 4:
                return WIFI_4_PIE[level];
            case 5:
                if (isReady) {
                    return WIFI_6_PIE[level];
                } else {
                    return WIFI_5_PIE[level];
                }
            case 6:
                return WIFI_6_PIE[level];
            default:
                return WIFI_PIE[level];
       }
","     * @param level The number of bars to show (0-4)
     * @throws IllegalArgumentException if an invalid RSSI level is given.
     */
    public static int getWifiIconResource(int level, int standard, boolean isReady) {
        if (level < 0 || level >= WIFI_PIE.length) {
            throw new IllegalArgumentException(""No Wifi icon found for level: "" + level);
        }

        switch (standard) {
            case 4:
                return WIFI_4_PIE[level];
            case 5:
                if (isReady) {
                    return WIFI_6_PIE[level];
                } else {
                    return WIFI_5_PIE[level];
                }
            case 6:
                return WIFI_6_PIE[level];
            default:
                return WIFI_PIE[level];
       }
","     * @param level The number of bars to show (0-4)
     * @throws IllegalArgumentException if an invalid RSSI level is given.
     */
    public static int getWifiIconResource(int level, int standard, boolean isReady) {
        if (level < 0 || level >= WIFI_PIE.length) {
            throw new IllegalArgumentException(""No Wifi icon found for level: "" + level);
        }

        switch (standard) {
            case 4:
                return WIFI_4_PIE[level];
            case 5:
                if (isReady) {
                    return WIFI_6_PIE[level];
                } else {
                    return WIFI_5_PIE[level];
                }
            case 6:
                return WIFI_6_PIE[level];
            default:
                return WIFI_PIE[level];
       }
","[1.0, 1.0]"
150,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",services/core/java/com/android/server/BluetoothManagerService.java,"[(98, 98, 1), (99, 99, 1)]","    private static final String BLUETOOTH_PRIVILEGED_PERM = android.Manifest.permission.BLUETOOTH_PRIVILEGED;
","    private static final String BLUETOOTH_PRIVILEGED_PERM = android.Manifest.permission.BLUETOOTH_PRIVILEGED;
","    private static final String BLUETOOTH_PRIVILEGED_PERM = android.Manifest.permission.BLUETOOTH_PRIVILEGED;
","[1.0, 1.0]"
151,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",services/core/java/com/android/server/am/CachedAppOptimizer.java,"[(286, 358, 73), (286, 358, 73)]","        Process.setThreadGroupAndCpuset(mCachedAppOptimizerThread.getThreadId(),
                Process.THREAD_GROUP_SYSTEM);
        setAppCompactProperties();
    }

    private void setAppCompactProperties() {
        boolean useCompaction =
                    Boolean.valueOf(mPerf.perfGetProp(""vendor.appcompact.enable_app_compact"",
                        ""false""));
        int someCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.some_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int fullCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.full_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int compactThrottleSomeSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somesome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_1)));
        int compactThrottleSomeFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somefull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_2)));
        int compactThrottleFullSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullsome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_3)));
        int compactThrottleFullFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullfull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_4)));
        int compactThrottleBfgs =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_bfgs"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_5)));
        int compactThrottlePersistent =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_persistent"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_6)));
        int fullRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_RSS_THROTTLE_KB)));
        int deltaRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.delta_rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_DELTA_RSS_THROTTLE_KB)));

        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_1,
                        String.valueOf(someCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_2,
                        String.valueOf(fullCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_1,
                        String.valueOf(compactThrottleSomeSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_2,
                        String.valueOf(compactThrottleSomeFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_3,
                        String.valueOf(compactThrottleFullSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_4,
                        String.valueOf(compactThrottleFullFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_5,
                        String.valueOf(compactThrottleBfgs), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_6,
                        String.valueOf(compactThrottlePersistent), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_RSS_THROTTLE_KB,
                        String.valueOf(fullRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_DELTA_RSS_THROTTLE_KB,
                        String.valueOf(deltaRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_USE_COMPACTION,
                        String.valueOf(useCompaction), true);
","        Process.setThreadGroupAndCpuset(mCachedAppOptimizerThread.getThreadId(),
                Process.THREAD_GROUP_SYSTEM);
        setAppCompactProperties();
    }

    private void setAppCompactProperties() {
        boolean useCompaction =
                    Boolean.valueOf(mPerf.perfGetProp(""vendor.appcompact.enable_app_compact"",
                        ""false""));
        int someCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.some_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int fullCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.full_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int compactThrottleSomeSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somesome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_1)));
        int compactThrottleSomeFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somefull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_2)));
        int compactThrottleFullSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullsome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_3)));
        int compactThrottleFullFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullfull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_4)));
        int compactThrottleBfgs =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_bfgs"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_5)));
        int compactThrottlePersistent =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_persistent"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_6)));
        int fullRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_RSS_THROTTLE_KB)));
        int deltaRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.delta_rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_DELTA_RSS_THROTTLE_KB)));

        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_1,
                        String.valueOf(someCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_2,
                        String.valueOf(fullCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_1,
                        String.valueOf(compactThrottleSomeSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_2,
                        String.valueOf(compactThrottleSomeFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_3,
                        String.valueOf(compactThrottleFullSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_4,
                        String.valueOf(compactThrottleFullFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_5,
                        String.valueOf(compactThrottleBfgs), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_6,
                        String.valueOf(compactThrottlePersistent), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_RSS_THROTTLE_KB,
                        String.valueOf(fullRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_DELTA_RSS_THROTTLE_KB,
                        String.valueOf(deltaRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_USE_COMPACTION,
                        String.valueOf(useCompaction), true);
","        Process.setThreadGroupAndCpuset(mCachedAppOptimizerThread.getThreadId(),
                Process.THREAD_GROUP_SYSTEM);
        setAppCompactProperties();
    }

    private void setAppCompactProperties() {
        boolean useCompaction =
                    Boolean.valueOf(mPerf.perfGetProp(""vendor.appcompact.enable_app_compact"",
                        ""false""));
        int someCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.some_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int fullCompactionType =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.full_compact_type"",
                        String.valueOf(COMPACT_ACTION_ANON_FLAG)));
        int compactThrottleSomeSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somesome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_1)));
        int compactThrottleSomeFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_somefull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_2)));
        int compactThrottleFullSome =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullsome"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_3)));
        int compactThrottleFullFull =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_fullfull"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_4)));
        int compactThrottleBfgs =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_bfgs"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_5)));
        int compactThrottlePersistent =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.compact_throttle_persistent"",
                        String.valueOf(DEFAULT_COMPACT_THROTTLE_6)));
        int fullRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_RSS_THROTTLE_KB)));
        int deltaRssThrottleKB =
                    Integer.valueOf(mPerf.perfGetProp(""vendor.appcompact.delta_rss_throttle_kb"",
                        String.valueOf(DEFAULT_COMPACT_FULL_DELTA_RSS_THROTTLE_KB)));

        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_1,
                        String.valueOf(someCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_ACTION_2,
                        String.valueOf(fullCompactionType), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_1,
                        String.valueOf(compactThrottleSomeSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_2,
                        String.valueOf(compactThrottleSomeFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_3,
                        String.valueOf(compactThrottleFullSome), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_4,
                        String.valueOf(compactThrottleFullFull), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_5,
                        String.valueOf(compactThrottleBfgs), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_THROTTLE_6,
                        String.valueOf(compactThrottlePersistent), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_RSS_THROTTLE_KB,
                        String.valueOf(fullRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_COMPACT_FULL_DELTA_RSS_THROTTLE_KB,
                        String.valueOf(deltaRssThrottleKB), true);
        DeviceConfig.setProperty(
                    DeviceConfig.NAMESPACE_ACTIVITY_MANAGER, KEY_USE_COMPACTION,
                        String.valueOf(useCompaction), true);
","[1.0, 1.0]"
152,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '449f659b21d039b8692602294b040038ac1e6ccb']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",core/java/android/bluetooth/BluetoothCodecConfig.java,"[(64, 78, 15), (64, 78, 15)]","    public static final int SOURCE_CODEC_TYPE_APTX_ADAPTIVE = 4;

    public static final int SOURCE_CODEC_TYPE_LDAC = 5;

    public static final int SOURCE_CODEC_TYPE_APTX_TWSP = 6;

    public static final int SOURCE_CODEC_TYPE_MAX = 7;

    /* CELT is not an A2DP Codec and only used to fetch encoder
    ** format for BA usecase, moving out of a2dp codec value list
    */
    public static final int SOURCE_CODEC_TYPE_CELT = 8;

    public static final int SOURCE_CODEC_TYPE_LC3 = 9;

","    public static final int SOURCE_CODEC_TYPE_APTX_ADAPTIVE = 4;

    public static final int SOURCE_CODEC_TYPE_LDAC = 5;

    public static final int SOURCE_CODEC_TYPE_APTX_TWSP = 6;

    public static final int SOURCE_CODEC_TYPE_MAX = 7;

    /* CELT is not an A2DP Codec and only used to fetch encoder
    ** format for BA usecase, moving out of a2dp codec value list
    */
    public static final int SOURCE_CODEC_TYPE_CELT = 8;

   public static final int SOURCE_CODEC_TYPE_LC3 = 9;

","    public static final int SOURCE_CODEC_TYPE_APTX_ADAPTIVE = 4;

    public static final int SOURCE_CODEC_TYPE_LDAC = 5;

    public static final int SOURCE_CODEC_TYPE_APTX_TWSP = 6;

    public static final int SOURCE_CODEC_TYPE_MAX = 7;

    /* CELT is not an A2DP Codec and only used to fetch encoder
    ** format for BA usecase, moving out of a2dp codec value list
    */
    public static final int SOURCE_CODEC_TYPE_CELT = 8;

   ","[0.892, 0.894]"
153,"['24adcf1303bc4e0f0203c9ea0c691d7faa0c2aba', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']","['aospa-ruby-SAP-block_text', 'aospa-sapphire-SAP-block_text']",packages/SystemUI/src/com/android/systemui/ScreenDecorations.java,"[(597, 597, 1), (597, 597, 1)]","        int newRoundedDefault = mContext.getResources().getDimensionPixelSize(
","        int newRoundedDefault = mContext.getResources().getDimensionPixelSize(
","        int newRoundedDefault = mContext.getResources().getDimensionPixelSize(
","[1.0, 1.0]"
